POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
3B,20,Phil Crites,,-,-,-,07/02/2034,21,USA,6' 0',185 lbs,Switch,Right,0.5 Stars,1.5 Stars,20,19,12,9,14,23,16,15,10,1,11,16,21,22,13,10,15,26,14,5,Normal,Normal,Spray,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,89-91,3/4,Normal,1,5,2,1,1,37,59,41,58,19,20,47,13,8,2,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,2,Noud Croes,,Chicago (INT),INT,INT,12/30/2038,16,NED,6' 2',185 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,1,1,4,1,3,1,8,1,1,1,1,1,1,55,7,Normal,Normal,Pull,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,88-90,88-90,OTT,GB'er,1,1,1,1,4,26,25,20,17,58,32,54,38,27,19,24,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,9,Danny Crofoot,,-,-,-,08/09/2036,19,USA,6' 2',195 lbs,Switch,Right,0.5 Stars,1.5 Stars,2,1,1,1,1,3,5,8,1,8,1,10,1,1,1,1,1,1,57,5,Normal,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,3/4,Normal,1,1,41,58,53,26,16,95,15,19,36,31,5,9,7,11,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,17,Rob Crouch,,-,-,-,02/26/2038,17,USA,6' 6',200 lbs,Switch,Right,0.5 Stars,1.5 Stars,5,1,1,1,1,9,3,9,3,3,1,12,1,3,1,1,1,7,46,6,Normal,Normal,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,1,34,62,53,14,18,29,2,49,40,53,26,20,19,23,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,10,Andres Cruz,,Seattle (INT),INT,INT,02/25/2037,18,COL,6' 4',200 lbs,Right,Right,0.5 Stars,1.5 Stars,2,1,12,1,1,8,1,10,14,10,9,13,1,1,11,1,1,1,70,7,Normal,Normal,Normal,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,85-87,85-87,OTT,GB'er,1,1,55,64,27,10,13,30,10,33,23,33,20,6,5,17,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,20,Carlos Cruz,,Atlanta (INT),INT,INT,08/07/2038,17,VEN,6' 4',200 lbs,Switch,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,9,1,4,1,1,2,11,1,1,1,1,1,6,57,2,Normal,Pull,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,OTT,Normal,1,1,35,29,61,17,12,34,11,48,17,60,6,23,25,32,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,28,Danny Cruz,,-,-,-,11/22/2038,16,USA,6' 0',165 lbs,Left,Left,0.5 Stars,5.0 Stars,14,17,13,1,11,12,16,12,12,1,9,10,18,14,14,1,12,13,66,74,Line Drive,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,87-89,87-89,3/4,GB'er,1,1,1,4,2,32,28,31,3,62,56,53,64,49,43,46,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,7,Danny Cruz,,Toronto (INT),INT,INT,03/09/2037,18,VEN,6' 1',185 lbs,Switch,Right,0.5 Stars,1.0 Stars,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,6,1,1,42,9,Flyball,Pull,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,SIDE,Normal,1,1,50,27,49,15,14,56,5,49,45,26,16,9,17,27,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,9,Luis Cruz,,San Antonio (INT),INT,INT,09/21/2038,16,DOM,5' 11',165 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,1,5,1,1,4,9,1,1,1,1,1,1,1,51,8,Normal,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,83-85,83-85,OTT,GB'er,1,4,1,2,1,27,12,24,24,41,54,25,67,41,29,24,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,16,Nelson Cruz,,Philadelphia (INT),INT,INT,09/11/2038,17,VEN,6' 0',170 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,3,1,4,1,1,1,11,1,1,1,1,1,1,81,1,Normal,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,80-83,3/4,Normal,1,1,1,3,1,38,45,27,40,54,19,23,58,37,41,19,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,47,Raymond Cully,,San Francisco (INT),INT,INT,11/20/2038,16,AUS,6' 0',200 lbs,Right,Right,0.5 Stars,2.0 Stars,1,2,1,9,1,1,7,1,3,11,10,1,1,1,1,6,1,1,22,4,Normal,Pull,Pull,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,89-91,3/4,Normal,1,1,47,40,42,10,16,20,8,31,51,49,9,14,15,20,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,21,Matt Culp,,-,-,-,08/19/2038,17,USA,6' 4',200 lbs,Left,Left,0.5 Stars,2.0 Stars,9,4,4,1,1,12,1,1,1,1,1,4,5,10,6,1,1,13,57,9,Groundball,Pull,Pull,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,1,2,2,4,26,25,25,25,24,30,16,1,13,16,27,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,7,Brian Cummings,,-,-,-,09/11/2033,22,USA,6' 0',185 lbs,Right,Right,0.5 Stars,1.5 Stars,21,19,19,12,18,26,21,24,21,15,22,30,19,20,18,11,17,24,58,6,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,1,1,1,39,26,45,41,21,43,29,26,16,14,14,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,13,Ted Cummings,,-,-,-,06/26/2039,16,USA,6' 1',175 lbs,Right,Right,0.5 Stars,4.0 Stars,10,11,15,12,9,9,13,11,17,14,1,11,10,9,15,11,10,6,26,6,Line Drive,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,89-91,89-91,3/4,GB'er,1,1,4,1,4,19,20,34,15,59,58,43,50,39,36,31,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,12,Ali Cunningham,,-,-,-,04/05/2039,16,USA,6' 2',180 lbs,Left,Left,0.5 Stars,2.5 Stars,3,3,5,1,3,5,1,1,1,1,1,1,5,6,7,3,6,9,51,6,Normal,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,1,4,2,4,22,18,39,3,51,32,70,59,57,51,53,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,19,Kyle Cunningham,,-,-,-,09/14/2039,16,USA,6' 2',180 lbs,Right,Right,0.5 Stars,2.5 Stars,10,10,3,1,3,12,11,12,7,1,9,14,10,10,1,1,1,11,48,7,Line Drive,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,3/4,Normal,1,1,4,2,4,16,13,49,9,54,41,61,28,27,27,24,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,16,Serafim Cuthiliero,,Memphis (INT),INT,INT,04/29/2038,17,VEN,5' 11',170 lbs,Left,Right,0.5 Stars,0.5 Stars,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3,49,8,Flyball,Normal,Spray,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,3/4,Normal,1,1,29,34,31,15,13,58,1,39,18,24,22,21,34,23,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,14,Aaron Dahan,,-,-,-,12/09/2036,18,USA,5' 11',170 lbs,Right,Right,0.5 Stars,1.0 Stars,1,1,1,9,1,1,1,1,3,10,1,3,1,1,1,7,1,1,61,1,Normal,Normal,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,OTT,Normal,1,1,27,48,29,23,13,55,4,24,40,32,45,37,44,33,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,11,Tommy Dal Santo,,-,-,-,04/01/2038,17,USA,6' 2',180 lbs,Right,Right,0.5 Stars,2.5 Stars,10,12,4,1,1,9,14,12,7,1,4,12,12,10,3,1,1,7,59,3,Line Drive,Spray,Normal,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,88-90,OTT,Normal,1,1,2,1,3,23,16,26,8,29,49,30,27,10,2,11,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,36,Tim Dalton,,-,-,-,12/14/2033,21,USA,6' 1',185 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,8,17,10,3,1,4,10,19,11,9,1,1,7,16,10,1,44,4,Normal,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,3/4,Normal,1,10,2,1,1,32,41,74,26,25,12,25,40,36,38,43,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,7,Sam Danca,,-,-,-,04/30/2038,17,USA,6' 2',180 lbs,Right,Right,0.5 Stars,2.0 Stars,1,5,4,6,1,1,10,8,8,11,9,6,4,1,2,3,1,1,43,3,Normal,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,90-92,90-92,3/4,Normal,1,1,1,1,1,27,58,63,26,23,31,44,36,39,29,47,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,25,Jim Dand,,-,-,-,09/02/2037,18,CAN,6' 1',175 lbs,Left,Left,0.5 Stars,2.5 Stars,13,12,21,1,1,16,9,10,19,1,1,13,12,13,22,3,1,17,80,84,Line Drive,Spray,Normal,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,1,8,5,10,27,21,46,3,65,50,61,94,92,90,100,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,13,Josh Daniel,,-,-,-,11/13/2037,17,USA,6' 6',200 lbs,Left,Right,0.5 Stars,2.5 Stars,2,1,3,4,2,2,1,1,1,1,1,1,3,3,5,7,3,5,51,9,Normal,Normal,Normal,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,1,59,54,61,27,41,53,42,31,37,55,11,20,26,31,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,25,Zach Danzy,,-,-,-,09/08/2038,17,USA,6' 2',185 lbs,Right,Right,0.5 Stars,2.5 Stars,8,10,9,3,1,4,12,11,11,11,5,11,10,6,8,1,1,1,50,1,Normal,Normal,Spray,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,1,1,1,2,59,62,63,26,47,20,33,36,52,64,58,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,9,Matt Davidson,,-,-,-,01/02/2035,20,USA,6' 1',175 lbs,Switch,Right,0.5 Stars,2.0 Stars,27,27,15,2,12,28,23,23,13,1,6,25,28,28,16,5,13,30,53,8,Line Drive,Pull,Pull,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,86-88,SIDE,Normal,1,1,4,1,1,58,50,55,67,48,45,46,23,6,1,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,19,Juan de Armas,,Toronto (INT),INT,INT,01/14/2037,18,VEN,6' 2',185 lbs,Right,Right,0.5 Stars,2.0 Stars,10,14,3,8,3,4,15,12,7,11,1,10,13,9,2,5,4,1,33,8,Normal,Pull,Pull,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,SIDE,Normal,1,1,1,2,4,55,44,71,22,53,53,66,40,47,61,36,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,13,Pablo de Armas,,Los Angeles (INT),INT,INT,02/16/2038,17,VEN,5' 11',170 lbs,Right,Right,0.5 Stars,0.5 Stars,1,1,1,1,1,3,1,1,1,1,1,9,1,1,1,1,1,1,56,7,Flyball,Normal,Pull,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,3/4,Normal,1,1,35,35,30,13,9,46,8,26,38,49,15,6,9,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,11,Ray De Greef,,-,-,-,03/16/2039,16,USA,6' 2',190 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,4,1,1,1,1,9,11,1,1,1,1,1,1,1,10,4,Flyball,Spray,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,1,1,27,31,26,34,30,34,10,20,18,41,26,8,2,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,23,Dusty De Groot,,-,-,-,12/26/2037,17,USA,6' 0',175 lbs,Right,Right,0.5 Stars,1.5 Stars,5,9,1,1,1,1,11,10,5,9,1,11,6,1,1,1,1,1,54,11,Normal,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,SIDE,Normal,1,1,1,2,1,34,40,63,37,29,34,48,22,11,2,7,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,40,Armando de Herrera,,Los Angeles (INT),INT,INT,11/16/2036,18,COL,5' 11',175 lbs,Right,Right,0.5 Stars,2.0 Stars,1,3,1,8,12,1,7,1,4,11,14,1,2,1,1,5,12,1,32,8,Normal,Normal,Spray,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,1,1,4,4,1,25,42,25,60,23,15,26,67,44,22,38,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,9,Fernando de la Cruz,,Arizona (INT),INT,INT,04/30/2039,16,VEN,6' 4',195 lbs,Right,Right,0.5 Stars,1.0 Stars,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,60,6,Flyball,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,SIDE,Normal,1,1,43,42,41,13,8,39,2,62,54,30,8,1,1,31,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,19,Jose de Leon,,-,-,-,03/25/2032,23,VEN,5' 10',175 lbs,Right,Right,0.5 Stars,2.0 Stars,2,2,1,1,1,1,5,8,5,1,4,10,1,1,1,1,1,1,40,10,Normal,Pull,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,1,4,1,3,13,11,32,10,48,34,83,32,33,37,37,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,45,Willie de Santiago,,Cincinnati (INT),INT,INT,09/20/2037,17,VEN,6' 3',185 lbs,Right,Right,0.5 Stars,1.5 Stars,9,1,1,1,14,13,3,11,3,1,16,16,1,8,1,1,14,11,56,41,Normal,Normal,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,OTT,Normal,1,1,5,9,13,38,33,25,45,38,16,17,32,27,28,31,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,35,Xian Dee,,Seattle (INT),INT,INT,05/07/2037,18,AUS,6' 4',200 lbs,Right,Right,0.5 Stars,1.5 Stars,7,2,5,1,9,10,5,10,8,1,10,12,1,5,4,1,9,9,36,6,Normal,Normal,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,89-91,3/4,Normal,1,1,54,27,25,13,44,16,7,15,21,18,4,1,1,12,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,1,Tommie Deem,,-,-,-,12/15/2038,16,USA,6' 2',190 lbs,Left,Left,0.5 Stars,2.5 Stars,1,4,4,11,3,1,1,1,1,1,1,1,7,1,6,12,6,1,31,5,Normal,Normal,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,1,2,1,2,10,6,43,1,42,33,60,36,37,36,35,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,16,Antonio del Fierro,,Indianapolis (INT),INT,INT,09/11/2038,17,COL,5' 11',170 lbs,Right,Right,0.5 Stars,1.0 Stars,1,1,1,1,1,9,1,1,1,1,10,11,1,1,1,1,1,7,57,10,Flyball,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,OTT,Normal,1,4,1,2,2,13,12,15,4,52,29,15,29,37,43,25,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,32,David del Rio,,Minnesota (INT),INT,INT,12/18/2038,16,DOM,5' 10',160 lbs,Left,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,58,6,Flyball,Spray,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,89-91,3/4,Normal,1,1,13,4,3,41,47,25,44,56,21,23,68,57,52,69,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,19,Victor Delgado,,Columbus (INT),INT,INT,03/18/2038,17,DOM,6' 1',170 lbs,Switch,Right,0.5 Stars,2.0 Stars,3,4,1,1,1,2,1,1,1,1,1,1,6,6,3,1,1,6,51,3,Normal,Normal,Pull,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,3/4,Normal,1,1,3,3,13,49,28,60,61,37,30,23,71,39,19,34,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,17,Kevin Delker,,-,-,-,02/20/2036,19,USA,6' 3',195 lbs,Left,Right,0.5 Stars,3.0 Stars,1,10,15,18,6,1,5,1,12,15,1,1,11,1,16,19,9,1,26,3,Line Drive,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,OTT,Normal,1,1,2,3,4,31,28,26,22,33,65,44,42,26,26,17,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,5,Isiah Dell,,-,-,-,09/22/2037,17,USA,5' 11',160 lbs,Right,Right,0.5 Stars,2.0 Stars,10,10,7,1,1,11,13,12,11,1,1,13,10,9,5,1,1,10,56,9,Normal,Normal,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,1,3,1,3,40,51,63,60,22,48,48,30,38,26,45,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,1,Mark Demaree,,-,-,-,07/28/2038,17,USA,6' 2',185 lbs,Right,Right,0.5 Stars,2.0 Stars,6,8,6,1,1,4,10,10,10,6,9,11,5,3,5,1,1,1,52,5,Normal,Normal,Pull,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,89-91,3/4,Normal,1,1,2,1,1,37,61,59,42,38,22,30,53,43,42,41,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,13,Heli Denke,,Houston (INT),INT,INT,09/04/2036,19,GER,6' 0',190 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,4,1,1,1,1,3,10,1,1,1,1,1,2,1,49,8,Normal,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,SIDE,Normal,1,1,27,47,61,20,26,61,14,21,18,26,1,11,21,12,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
