POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
SS,31,German Estrada,,-,-,-,06/05/2036,18,USA,6' 0',170 lbs,Right,Right,0.5 Stars,2.5 Stars,12,13,9,1,1,14,13,14,11,1,9,16,12,12,8,1,1,14,59,4,Line Drive,Normal,Pull,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,84-86,84-86,3/4,GB'er,1,1,2,2,4,62,47,59,48,48,36,45,59,44,37,50,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,42,Ricky Estrada,,-,-,-,03/04/2035,19,NCA,6' 2',190 lbs,Right,Right,0.5 Stars,1.5 Stars,9,10,1,5,10,9,11,11,4,11,13,12,9,8,1,2,8,6,90,1,Normal,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,SIDE,Normal,1,1,1,1,1,61,28,25,28,36,36,19,38,39,42,44,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,13,Cameron Evans,,-,-,-,05/10/2032,22,USA,6' 2',210 lbs,Right,Right,0.5 Stars,2.0 Stars,21,19,16,16,18,25,21,25,18,21,23,32,18,19,16,15,17,23,44,2,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,SIDE,Normal,1,1,16,6,5,27,31,27,5,19,15,11,24,29,25,40,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,94,Mike Evans,,-,-,-,09/13/2037,17,USA,6' 3',185 lbs,Right,Right,0.5 Stars,2.0 Stars,1,11,2,11,1,1,13,8,6,12,1,1,10,1,1,10,1,1,35,9,Normal,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,85-87,85-87,3/4,GB'er,1,1,4,2,1,61,27,63,25,40,38,60,41,39,47,35,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,14,Brian Ewers,,-,-,-,12/08/2036,17,USA,6' 2',185 lbs,Right,Right,0.5 Stars,2.0 Stars,3,2,6,1,1,3,5,8,9,5,6,10,1,1,5,1,1,1,53,3,Normal,Pull,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,86-88,3/4,Normal,1,1,4,4,2,13,24,16,7,62,35,56,45,52,46,56,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,26,Dan Eyre,,-,-,-,05/18/2037,17,USA,6' 2',195 lbs,Right,Right,0.5 Stars,2.0 Stars,3,1,1,6,1,5,4,8,3,10,1,10,1,1,1,4,1,2,42,4,Normal,Normal,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,OTT,Normal,1,1,54,52,65,19,13,56,5,51,35,54,1,1,2,2,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,14,Dan Fagan,,-,-,-,03/03/2035,19,USA,6' 2',180 lbs,Right,Right,0.5 Stars,2.0 Stars,7,10,7,1,11,3,11,10,10,2,14,11,9,5,6,1,10,1,56,52,Groundball,Normal,Normal,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,3/4,Normal,1,1,2,10,12,41,34,26,38,41,21,16,73,29,18,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,30,Tim Feller,,-,-,-,10/15/2037,16,USA,6' 6',200 lbs,Right,Right,0.5 Stars,2.5 Stars,1,2,3,4,8,1,4,3,4,6,9,3,2,1,3,3,7,1,22,10,Normal,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,59,59,43,16,12,62,1,26,42,48,13,15,3,21,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,25,Noah Fennel,,-,-,-,10/26/2037,16,USA,6' 6',200 lbs,Right,Right,0.5 Stars,2.0 Stars,2,1,1,5,1,2,4,8,4,10,6,10,1,1,1,2,1,1,27,6,Normal,Pull,Spray,1,1,1,17,1,1,1,1,17,1,1,1,1,17,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,OTT,Normal,1,1,51,53,60,21,27,72,6,42,35,56,8,18,25,17,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,14,Nick Ferguson,,-,-,-,12/09/2037,16,USA,6' 5',200 lbs,Right,Right,0.5 Stars,2.0 Stars,2,2,11,4,1,1,4,5,12,9,4,7,1,1,11,2,1,1,39,9,Line Drive,Pull,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,89-91,SIDE,Normal,1,3,12,9,11,36,37,75,22,37,29,50,34,22,22,18,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,6,Justin Ferlauto,,-,-,-,02/10/2035,19,USA,6' 4',200 lbs,Right,Right,0.5 Stars,2.5 Stars,16,11,12,1,1,23,12,17,13,1,1,24,11,15,11,1,1,22,49,7,Line Drive,Normal,Normal,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,3/4,Normal,1,1,6,6,5,37,40,42,33,40,29,45,3,8,5,9,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,20,Dave Fernandez,,-,-,-,03/24/2037,17,DOM,6' 1',180 lbs,Right,Right,0.5 Stars,2.0 Stars,1,1,2,1,1,1,4,8,6,7,1,10,1,1,1,1,1,1,60,3,Normal,Normal,Normal,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,1,4,1,2,38,27,69,30,27,16,49,41,44,51,47,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,37,Gilberto Fernandez,,Milwaukee (INT),INT,INT,09/13/2035,19,VEN,6' 0',170 lbs,Right,Right,0.5 Stars,2.0 Stars,2,1,11,2,4,2,4,8,12,9,10,10,1,1,10,1,1,1,92,3,Normal,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,1,1,1,5,67,59,56,54,60,50,72,66,58,58,61,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,22,Hector Fernandez,,Milwaukee (INT),INT,INT,01/05/2036,18,VEN,6' 1',170 lbs,Switch,Right,0.5 Stars,1.0 Stars,1,1,1,1,4,1,1,1,1,1,9,6,1,1,1,1,2,1,55,3,Normal,Pull,Normal,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,3/4,Normal,1,1,1,1,4,13,7,20,2,50,31,50,41,33,30,12,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,36,David Ferraroti,,San Antonio (INT),INT,INT,10/06/2036,17,VEN,6' 1',180 lbs,Left,Left,0.5 Stars,2.0 Stars,8,10,8,1,9,4,3,1,1,1,1,1,11,10,10,3,10,9,58,10,Normal,Spray,Normal,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,87-89,87-89,3/4,GB'er,1,6,2,2,1,8,3,37,1,54,51,40,63,57,52,64,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,23,Gerardo Figueroa,,Miami (INT),INT,INT,07/05/2037,17,CUB,6' 0',180 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,1,1,4,1,1,1,9,1,1,1,1,1,1,52,1,Normal,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,SIDE,Normal,1,1,27,57,45,14,10,20,5,18,14,43,17,20,16,20,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,49,Leo Figueroa,,Boston (INT),INT,INT,12/31/2037,16,NCA,5' 11',165 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,47,5,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,1,2,1,1,30,25,59,25,16,12,37,51,57,49,58,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,6,Yhonkervix Fincannon,,-,-,-,04/08/2036,18,USA,6' 3',190 lbs,Left,Left,0.5 Stars,5.0 Stars,5,10,16,13,17,1,4,1,15,11,15,1,10,8,16,13,18,1,39,6,Line Drive,Normal,Normal,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,SIDE,Normal,1,4,2,4,1,16,13,18,3,66,54,39,71,51,44,33,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,3,Pete Finley,,-,-,-,05/06/2036,18,USA,6' 5',200 lbs,Left,Left,0.5 Stars,2.0 Stars,1,2,2,12,9,1,1,1,1,8,1,1,5,1,4,13,10,1,45,1,Flyball,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,SIDE,Normal,1,2,5,5,13,54,29,34,3,32,41,33,35,53,51,62,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,16,Biagio Fiorelli,,Houston (INT),INT,INT,07/19/2038,16,VEN,6' 0',175 lbs,Right,Right,0.5 Stars,2.5 Stars,1,1,3,5,1,1,2,4,7,11,6,6,1,1,2,2,1,1,42,7,Normal,Pull,Spray,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,87-89,SIDE,Normal,1,1,53,56,51,19,16,44,6,24,28,43,19,10,2,12,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,5,Trent Fisher,,-,-,-,08/04/2038,16,USA,6' 2',170 lbs,Right,Right,0.5 Stars,2.0 Stars,4,2,3,1,1,6,5,9,6,7,1,11,1,2,2,1,1,2,54,3,Normal,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,OTT,Normal,1,5,4,1,2,58,41,33,48,18,32,49,61,33,15,31,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,23,Jose Flamenco,,Washington (INT),INT,INT,12/26/2037,16,DOM,6' 2',185 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,3,1,1,1,1,1,9,1,1,1,1,1,1,58,18,Normal,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,1,2,1,1,22,11,33,16,30,25,63,8,5,12,2,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,7,Kenny Fletcher,,-,-,-,07/13/2038,16,USA,6' 2',185 lbs,Switch,Left,0.5 Stars,1.5 Stars,1,1,1,1,1,2,1,1,1,1,3,10,1,1,1,1,1,1,57,5,Normal,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,3/4,Normal,1,5,1,1,2,7,11,22,3,32,37,52,19,8,3,9,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,37,Ramiro Flor,,Minnesota (INT),INT,INT,12/24/2036,17,VEN,6' 0',180 lbs,Left,Right,0.5 Stars,1.5 Stars,2,1,1,1,1,3,1,1,1,1,1,1,2,5,1,1,1,8,61,2,Groundball,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,3/4,Normal,1,1,52,48,26,10,15,23,13,28,34,53,18,16,28,19,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,30,Alfredo Flores,,Baltimore (INT),INT,INT,02/11/2038,16,COL,6' 0',170 lbs,Right,Right,0.5 Stars,1.0 Stars,1,1,1,1,1,3,1,1,1,1,4,9,1,1,1,1,1,1,52,2,Flyball,Normal,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,88-90,3/4,Normal,1,1,1,2,1,39,43,76,59,40,51,29,29,15,2,1,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,39,Angel Flores,,San Diego (INT),INT,INT,08/25/2036,18,VEN,6' 1',175 lbs,Right,Right,0.5 Stars,2.0 Stars,10,10,11,2,3,11,11,12,12,10,7,14,10,9,10,1,1,10,57,8,Normal,Pull,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,84-86,84-86,3/4,Normal,1,1,12,12,7,12,5,34,19,60,27,46,40,33,47,36,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,25,Ricky Flores,,-,-,-,08/31/2033,21,USA,6' 0',175 lbs,Left,Right,0.5 Stars,2.0 Stars,22,22,20,14,11,23,19,17,17,10,9,17,23,23,20,15,12,25,49,8,Normal,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,87-89,89-91,3/4,GB'er,1,1,1,4,2,43,45,60,63,58,22,32,71,53,30,48,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,14,Robert Flores,,Kansas City (INT),INT,INT,04/15/2036,18,VEN,6' 2',195 lbs,Right,Right,0.5 Stars,0.5 Stars,1,1,1,1,1,1,1,1,1,3,1,9,1,1,1,1,1,1,54,1,Flyball,Normal,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,87-89,3/4,Normal,1,3,26,45,49,14,21,26,16,9,14,24,5,4,1,6,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,7,J.D. Flowers,,-,-,-,12/12/2032,21,USA,6' 3',200 lbs,Left,Left,0.5 Stars,1.5 Stars,19,18,19,1,18,22,15,15,17,1,16,17,19,20,20,1,19,24,85,71,Normal,Normal,Spray,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,89-91,SIDE,Normal,1,1,7,9,13,14,6,21,1,47,50,48,65,42,27,48,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,5,Ian Ford,,-,-,-,09/16/2036,18,USA,6' 0',185 lbs,Right,Right,0.5 Stars,2.0 Stars,5,2,5,1,4,9,5,9,8,1,9,11,2,4,4,1,4,6,56,3,Groundball,Normal,Spray,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,1,2,4,29,11,40,20,49,57,53,38,14,20,29,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,23,Diego Forero,,-,-,-,09/28/2036,17,PUR,6' 2',180 lbs,Right,Right,0.5 Stars,2.0 Stars,8,8,5,11,1,9,11,11,9,16,1,13,5,4,3,10,1,4,38,7,Normal,Pull,Pull,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,SIDE,Normal,1,1,12,6,6,73,27,70,46,46,42,63,49,39,41,42,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,18,Doriano Fornasari,,Jacksonville (INT),INT,INT,04/18/2038,16,VEN,5' 11',160 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,4,1,4,1,1,1,10,1,1,1,1,1,2,58,6,Normal,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,2,1,1,38,42,59,51,43,37,51,42,29,11,21,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,9,Ray Forsberg,,-,-,-,10/29/2037,16,USA,6' 2',180 lbs,Right,Right,0.5 Stars,2.5 Stars,4,1,12,3,1,6,5,9,13,10,1,11,1,1,12,1,1,3,42,2,Line Drive,Spray,Normal,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,87-89,3/4,Normal,1,1,4,1,1,61,59,55,42,45,37,53,71,54,50,47,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,20,Jesse Fox,,-,-,-,10/23/2033,20,USA,5' 10',175 lbs,Right,Right,0.5 Stars,2.5 Stars,21,23,17,6,16,20,25,23,19,10,18,23,22,19,17,4,16,19,59,10,Normal,Spray,Normal,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,1,1,1,1,4,10,4,43,1,29,55,31,9,12,15,15,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,8,Dave Franca,,-,-,-,11/05/2032,21,USA,6' 3',200 lbs,Left,Right,0.5 Stars,2.0 Stars,24,26,20,12,25,23,22,19,17,6,22,18,27,25,21,13,27,25,52,6,Groundball,Pull,Pull,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,SIDE,Normal,1,6,14,7,12,39,17,40,29,45,61,23,22,45,51,55,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,16,Javier Franco,,-,-,-,05/12/2035,19,DOM,6' 1',180 lbs,Left,Right,0.5 Stars,1.5 Stars,1,2,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,82,69,Normal,Spray,Pull,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,OTT,Normal,1,1,4,3,1,56,49,67,38,33,37,53,59,50,53,49,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,16,Ashton Fudge,,-,-,-,06/27/2038,16,USA,6' 3',195 lbs,Right,Right,0.5 Stars,2.0 Stars,1,1,1,1,1,1,3,3,3,7,3,3,1,1,1,1,1,1,38,8,Normal,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,OTT,Normal,1,1,56,28,30,12,7,33,19,39,32,41,26,30,18,31,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,43,Yoshiteru Fujita,,Chicago (INT),INT,INT,09/26/2035,18,JPN,6' 2',185 lbs,Left,Right,0.5 Stars,1.0 Stars,1,1,1,10,1,1,1,1,1,5,1,1,2,1,1,11,1,1,28,5,Normal,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,SIDE,Normal,1,1,12,13,4,30,39,9,43,36,25,4,63,63,64,67,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,15,Jason Fuller,,-,-,-,08/02/2037,17,USA,6' 6',200 lbs,Right,Right,0.5 Stars,2.5 Stars,9,12,3,1,11,5,13,11,8,7,13,11,11,8,2,1,11,1,50,8,Line Drive,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,89-91,3/4,Normal,1,1,40,50,59,18,10,49,10,52,41,53,13,20,22,23,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,24,Paul Fulwider,,-,-,-,05/18/2033,21,USA,6' 2',185 lbs,Right,Right,0.5 Stars,1.5 Stars,4,5,10,6,10,3,10,9,11,11,12,10,4,2,10,3,7,1,34,7,Flyball,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,3,2,6,6,54,46,33,41,16,18,20,36,12,17,3,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,3,Bob Funk,,-,-,-,01/05/2037,17,USA,6' 5',195 lbs,Right,Right,0.5 Stars,2.0 Stars,1,5,3,1,5,1,9,5,5,1,10,2,4,1,2,1,3,1,90,74,Groundball,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,1,1,10,10,5,31,21,22,11,56,24,50,64,47,40,47,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,30,Victor Gallardo,,Los Angeles (INT),INT,INT,06/26/2038,16,DOM,6' 3',190 lbs,Right,Right,0.5 Stars,1.5 Stars,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,57,2,Flyball,Normal,Pull,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,3/4,Normal,1,1,53,57,44,15,13,21,15,42,21,20,16,10,1,23,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
